nose_x,nose_y,neck_x,neck_y,Rshoulder_x,Rshoulder_y,Relbow_x,Relbow_y,Rwrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y,class
0.24,0.07,0.24,0.1,0.23,0.12,0.23,0.16,0.24,0.19,0.26,0.1,0.27,0.15,0.27,0.17,0.24,0.2,0.25,0.26,0.26,0.32,0.26,0.19,0.28,0.26,0.29,0.31,0.24,0.07,0.24,0.07,0.23,0.07,0.25,0.06,walk
0.25,0.07,0.25,0.1,0.24,0.12,0.23,0.16,0.24,0.2,0.27,0.1,0.27,0.13,0.29,0.17,0.26,0.2,0.26,0.26,0.26,0.31,0.27,0.19,0.29,0.26,0.29,0.32,0.24,0.07,0.25,0.06,0.24,0.07,0.26,0.06,walk
0.27,0.07,0.27,0.1,0.25,0.12,0.24,0.16,0.25,0.2,0.29,0.1,0.3,0.15,0.31,0.17,0.27,0.2,0.28,0.26,0.28,0.32,0.29,0.19,0.29,0.25,0.29,0.32,0.26,0.06,0.27,0.06,0.26,0.07,0.27,0.06,walk
0.27,0.07,0.27,0.1,0.26,0.12,0.25,0.16,0.26,0.22,0.29,0.1,0.31,0.15,0.32,0.17,0.27,0.2,0.29,0.28,0.29,0.33,0.29,0.19,0.3,0.26,0.3,0.32,0.27,0.06,0.27,0.06,0.26,0.07,0.27,0.06,walk
0.27,0.07,0.27,0.12,0.26,0.12,0.25,0.16,0.26,0.22,0.29,0.1,0.31,0.15,0.32,0.17,0.27,0.2,0.29,0.28,0.31,0.35,0.29,0.2,0.3,0.28,0.31,0.33,0.27,0.07,0.27,0.06,0.26,0.07,0.28,0.06,walk
0.27,0.07,0.27,0.12,0.26,0.12,0.26,0.17,0.26,0.22,0.29,0.1,0.31,0.15,0.32,0.19,0.28,0.22,0.29,0.28,0.31,0.35,0.3,0.2,0.31,0.28,0.31,0.35,0.27,0.07,0.27,0.07,0.26,0.07,0.28,0.07,walk
0.27,0.07,0.28,0.12,0.26,0.12,0.26,0.17,0.26,0.22,0.29,0.1,0.31,0.15,0.32,0.19,0.28,0.22,0.29,0.28,0.31,0.35,0.3,0.2,0.31,0.28,0.31,0.33,0.27,0.07,0.27,0.07,0.26,0.07,0.28,0.07,walk
0.29,0.09,0.29,0.12,0.27,0.13,0.26,0.17,0.27,0.22,0.31,0.12,0.32,0.16,0.33,0.19,0.29,0.23,0.3,0.31,0.31,0.35,0.31,0.22,0.32,0.29,0.34,0.36,0.28,0.07,0.29,0.07,0.27,0.09,0.29,0.07,walk
0.29,0.09,0.29,0.12,0.27,0.13,0.27,0.19,0.28,0.23,0.31,0.12,0.32,0.16,0.33,0.19,0.29,0.23,0.3,0.31,0.31,0.35,0.32,0.22,0.32,0.29,0.34,0.36,0.29,0.07,0.29,0.07,0.28,0.09,0.3,0.07,walk
0.29,0.09,0.29,0.12,0.27,0.13,0.27,0.19,0.28,0.23,0.31,0.12,0.32,0.16,0.33,0.19,0.29,0.25,0.3,0.31,0.31,0.36,0.32,0.22,0.32,0.31,0.34,0.38,0.29,0.07,0.29,0.07,0.28,0.09,0.3,0.07,walk
0.29,0.09,0.3,0.13,0.28,0.13,0.27,0.19,0.28,0.23,0.32,0.12,0.33,0.17,0.34,0.2,0.3,0.25,0.3,0.31,0.31,0.35,0.32,0.22,0.33,0.31,0.34,0.38,0.29,0.07,0.3,0.07,0.28,0.09,0.31,0.07,walk
0.31,0.07,0.31,0.12,0.29,0.13,0.27,0.17,0.29,0.23,0.33,0.12,0.34,0.17,0.35,0.22,0.31,0.25,0.31,0.31,0.31,0.36,0.33,0.23,0.34,0.31,0.34,0.38,0.3,0.07,0.31,0.07,0.29,0.09,0.32,0.07,walk
0.31,0.07,0.31,0.13,0.29,0.13,0.28,0.19,0.29,0.23,0.33,0.12,0.34,0.17,0.35,0.22,0.31,0.25,0.31,0.32,0.32,0.39,0.33,0.23,0.34,0.31,0.34,0.38,0.31,0.07,0.31,0.07,0.29,0.09,0.32,0.07,walk
0.31,0.09,0.31,0.13,0.29,0.13,0.28,0.19,0.29,0.23,0.33,0.12,0.34,0.17,0.35,0.22,0.31,0.25,0.32,0.32,0.32,0.41,0.33,0.23,0.34,0.31,0.34,0.38,0.31,0.07,0.31,0.07,0.29,0.09,0.32,0.09,walk
0.31,0.09,0.31,0.13,0.29,0.15,0.27,0.2,0.29,0.25,0.33,0.13,0.34,0.19,0.35,0.23,0.31,0.26,0.32,0.33,0.32,0.41,0.33,0.25,0.34,0.32,0.34,0.38,0.31,0.09,0.31,0.09,0.29,0.09,0.32,0.09,walk
0.31,0.09,0.31,0.15,0.29,0.15,0.27,0.2,0.29,0.25,0.33,0.13,0.34,0.19,0.35,0.23,0.31,0.26,0.32,0.35,0.32,0.41,0.33,0.25,0.34,0.32,0.34,0.38,0.31,0.09,0.31,0.09,0.29,0.1,0.32,0.09,walk
0.31,0.09,0.31,0.15,0.29,0.15,0.27,0.2,0.29,0.25,0.33,0.13,0.34,0.19,0.35,0.23,0.31,0.28,0.32,0.35,0.32,0.41,0.33,0.25,0.35,0.32,0.35,0.38,0.31,0.09,0.31,0.09,0.29,0.1,0.32,0.09,walk
0.31,0.1,0.31,0.15,0.29,0.15,0.27,0.2,0.29,0.2,0.33,0.13,0.34,0.19,0.35,0.23,0.31,0.26,0.32,0.35,0.32,0.41,0.33,0.25,0.35,0.33,0.35,0.41,0.31,0.09,0.31,0.09,0.29,0.1,0.32,0.09,walk
0.31,0.1,0.31,0.15,0.29,0.16,0.27,0.2,0.29,0.19,0.33,0.13,0.34,0.19,0.35,0.23,0.31,0.28,0.32,0.35,0.33,0.42,0.34,0.26,0.35,0.35,0.36,0.42,0.31,0.09,0.31,0.09,0.29,0.1,0,0,walk
0.32,0.1,0.32,0.15,0.3,0.16,0.28,0.19,0.3,0.15,0.34,0.15,0.35,0.2,0.35,0.25,0.31,0.28,0.32,0.35,0.33,0.42,0.34,0.26,0.35,0.35,0.35,0.44,0.31,0.1,0.32,0.09,0.31,0.1,0.32,0.1,walk
0.32,0.1,0.32,0.15,0.31,0.15,0.29,0.17,0.31,0.13,0.35,0.15,0.35,0.2,0.37,0.25,0.32,0.28,0.32,0.35,0.33,0.42,0.35,0.28,0.35,0.35,0.36,0.44,0.32,0.09,0.32,0.09,0.31,0.1,0,0,walk
0.33,0.1,0.33,0.15,0.31,0.15,0.29,0.16,0.31,0.12,0.35,0.15,0.36,0.2,0.37,0.26,0.32,0.28,0.33,0.35,0.33,0.42,0.35,0.28,0.35,0.35,0.36,0.44,0.32,0.09,0.33,0.09,0.32,0.1,0,0,walk
0.34,0.09,0.34,0.15,0.32,0.15,0.3,0.15,0.32,0.12,0.35,0.15,0.37,0.2,0.38,0.25,0.32,0.28,0.34,0.36,0.34,0.45,0.35,0.28,0.36,0.35,0.36,0.44,0.33,0.09,0,0,0.32,0.09,0,0,walk
0.34,0.09,0.34,0.15,0.32,0.15,0.31,0.15,0.32,0.12,0.36,0.15,0.37,0.2,0.38,0.25,0.33,0.28,0.34,0.36,0.34,0.45,0.35,0.28,0.36,0.35,0.36,0.44,0.34,0.09,0,0,0.32,0.1,0,0,walk
0.29,0.17,0.3,0.17,0.27,0.19,0.27,0.25,0.27,0.29,0.32,0.16,0.34,0.2,0.33,0.25,0.3,0.26,0.3,0.32,0.31,0.38,0.32,0.25,0.33,0.32,0.34,0.39,0.29,0.16,0.29,0.16,0.28,0.16,0.3,0.15,walk
0.28,0.15,0.29,0.15,0.27,0.16,0.27,0.2,0.27,0.26,0.31,0.13,0.34,0.17,0.32,0.2,0.3,0.25,0.3,0.32,0.31,0.38,0.32,0.23,0.33,0.32,0.34,0.38,0.27,0.13,0.28,0.13,0,0,0.29,0.12,walk
0.27,0.12,0.29,0.15,0.27,0.15,0.27,0.2,0.27,0.25,0.31,0.13,0.34,0.17,0.31,0.19,0.3,0.25,0.31,0.32,0.31,0.38,0.32,0.23,0.33,0.31,0.34,0.36,0,0,0.28,0.12,0,0,0.29,0.1,walk
0.27,0.12,0.29,0.13,0.27,0.15,0.27,0.19,0.27,0.25,0.32,0.13,0.34,0.17,0.31,0.19,0.3,0.25,0.31,0.32,0.31,0.38,0.32,0.23,0.33,0.31,0.35,0.36,0.27,0.1,0.28,0.1,0,0,0.29,0.1,walk
0.28,0.1,0.31,0.13,0.29,0.15,0.29,0.19,0.29,0.22,0.32,0.13,0.34,0.19,0.31,0.19,0.31,0.23,0.31,0.31,0.32,0.38,0.32,0.23,0.34,0.31,0.35,0.38,0,0,0.28,0.1,0,0,0.29,0.09,walk
0.28,0.1,0.31,0.13,0.3,0.13,0,0,0,0,0.31,0.13,0.33,0.19,0.31,0.19,0.32,0.23,0.32,0.31,0.32,0.36,0.33,0.23,0.34,0.29,0.35,0.36,0,0,0.29,0.09,0,0,0.3,0.09,walk
0.29,0.09,0.31,0.13,0.31,0.13,0,0,0,0,0,0,0,0,0,0,0.32,0.23,0.33,0.31,0.34,0.36,0.33,0.23,0.34,0.31,0.35,0.38,0,0,0,0,0,0,0,0,walk
0.29,0.09,0.31,0.12,0.32,0.12,0,0,0,0,0.31,0.13,0.31,0.19,0.3,0.19,0.34,0.22,0.34,0.28,0.35,0.36,0.32,0.22,0.33,0.29,0.35,0.38,0,0,0.29,0.07,0,0,0.3,0.09,walk
0.29,0.09,0.31,0.12,0.32,0.1,0.34,0.15,0,0,0.31,0.13,0.31,0.19,0.3,0.19,0.34,0.2,0.34,0.28,0.35,0.36,0.32,0.22,0.34,0.29,0.35,0.38,0,0,0.29,0.07,0,0,0.3,0.09,walk
0.29,0.09,0.32,0.12,0.33,0.1,0.34,0.16,0,0,0.3,0.13,0.3,0.19,0,0,0.34,0.2,0.34,0.28,0.35,0.36,0.32,0.22,0.33,0.28,0.35,0.38,0,0,0.29,0.07,0,0,0.3,0.07,walk
0,0,0.32,0.12,0.33,0.1,0.35,0.16,0,0,0.3,0.12,0.3,0.19,0.29,0.22,0.34,0.2,0.34,0.28,0.35,0.36,0.32,0.22,0.32,0.29,0.34,0.36,0,0,0,0,0.32,0.07,0.3,0.07,walk
0,0,0.32,0.1,0.34,0.1,0.35,0.16,0.35,0.19,0.31,0.12,0.3,0.17,0.3,0.23,0.34,0.2,0.34,0.28,0.35,0.35,0.32,0.22,0.32,0.29,0.34,0.36,0,0,0.3,0.07,0.32,0.07,0.31,0.07,walk
0,0,0.32,0.1,0.33,0.1,0.35,0.15,0.35,0.19,0.3,0.12,0.3,0.17,0.3,0.23,0.34,0.2,0.34,0.28,0.35,0.35,0.32,0.22,0.31,0.28,0.32,0.35,0,0,0,0,0.32,0.06,0.3,0.07,walk
0,0,0.31,0.1,0.33,0.1,0.34,0.15,0.35,0.19,0.3,0.12,0.29,0.17,0.29,0.22,0.34,0.2,0.34,0.28,0.35,0.33,0.31,0.22,0.31,0.28,0.32,0.35,0,0,0,0,0.32,0.06,0.3,0.07,walk
0,0,0.3,0.1,0.32,0.1,0.33,0.15,0.34,0.19,0.29,0.12,0.28,0.17,0.27,0.22,0.32,0.2,0.34,0.26,0.35,0.33,0.3,0.22,0.31,0.28,0.31,0.32,0,0,0,0,0.31,0.07,0.29,0.07,walk
0,0,0.31,0.1,0.32,0.1,0.33,0.15,0.34,0.19,0.29,0.12,0.28,0.17,0.27,0.22,0.32,0.2,0.34,0.26,0.35,0.33,0.3,0.22,0.31,0.28,0.31,0.32,0,0,0,0,0.31,0.07,0.29,0.07,walk
0,0,0.29,0.1,0.31,0.09,0.32,0.15,0.32,0.17,0.27,0.1,0.26,0.16,0.26,0.2,0.31,0.19,0.32,0.25,0.34,0.32,0.29,0.2,0.3,0.26,0.31,0.32,0,0,0,0,0.29,0.06,0.27,0.06,walk
0,0,0.29,0.1,0.3,0.09,0.32,0.13,0.32,0.17,0.27,0.12,0.26,0.15,0.26,0.19,0.31,0.19,0.31,0.25,0.32,0.31,0.29,0.2,0.3,0.26,0.31,0.32,0,0,0,0,0.29,0.06,0.27,0.07,walk
0,0,0.28,0.1,0.3,0.09,0.32,0.13,0.32,0.17,0.26,0.1,0.26,0.16,0.27,0.19,0.31,0.19,0.31,0.25,0.31,0.31,0.29,0.19,0.29,0.26,0.31,0.32,0,0,0,0,0.29,0.06,0.27,0.06,walk
0,0,0.28,0.1,0.3,0.09,0.32,0.15,0.32,0.17,0.26,0.1,0.26,0.15,0.27,0.19,0.31,0.19,0.31,0.25,0.31,0.31,0.28,0.19,0.29,0.26,0.31,0.32,0,0,0,0,0.29,0.06,0.27,0.06,walk
0,0,0.28,0.09,0.3,0.09,0.31,0.13,0.32,0.17,0.26,0.1,0.26,0.15,0.27,0.19,0.3,0.17,0.31,0.25,0.31,0.31,0.28,0.19,0.29,0.25,0.3,0.31,0,0,0,0,0.29,0.06,0.27,0.06,walk
0,0,0.28,0.09,0.3,0.09,0.31,0.13,0.32,0.16,0.26,0.09,0.26,0.13,0.26,0.17,0.3,0.17,0.31,0.23,0.31,0.29,0.27,0.19,0.28,0.23,0.29,0.29,0,0,0,0,0.29,0.06,0.27,0.06,walk
0,0,0.27,0.09,0.29,0.09,0.31,0.13,0.31,0.15,0.26,0.09,0.26,0.13,0.25,0.17,0.29,0.17,0.3,0.23,0.31,0.29,0.27,0.17,0.28,0.23,0.27,0.29,0,0,0,0,0.29,0.06,0.27,0.06,walk
0,0,0.27,0.09,0.29,0.09,0.3,0.13,0.31,0.15,0.26,0.09,0.26,0.13,0.25,0.16,0.29,0.17,0.3,0.23,0.31,0.31,0.27,0.17,0.27,0.23,0.27,0.29,0,0,0,0,0.28,0.06,0.27,0.06,walk
0.27,0.06,0.26,0.09,0.27,0.09,0.27,0.13,0.29,0.17,0.25,0.09,0,0,0,0,0.27,0.17,0.29,0.23,0.3,0.29,0.26,0.17,0.27,0.23,0.27,0.29,0.27,0.04,0,0,0.27,0.06,0,0,walk
0.27,0.06,0.26,0.07,0.26,0.09,0.27,0.13,0.27,0.16,0,0,0,0,0,0,0.26,0.17,0.27,0.23,0.29,0.29,0.26,0.17,0.27,0.23,0.28,0.29,0.27,0.04,0,0,0.26,0.06,0,0,walk
0.27,0.06,0.26,0.09,0.25,0.09,0.25,0.13,0.26,0.17,0.26,0.09,0.27,0.12,0.28,0.13,0.26,0.17,0.27,0.23,0.27,0.29,0.26,0.17,0.27,0.23,0.27,0.29,0.26,0.04,0,0,0.26,0.06,0,0,walk
0.26,0.06,0.25,0.09,0.24,0.09,0.24,0.15,0.24,0.19,0.26,0.09,0.27,0.12,0.29,0.15,0.25,0.17,0.25,0.25,0.24,0.31,0.26,0.17,0.27,0.23,0.27,0.29,0.25,0.04,0.26,0.04,0.24,0.06,0,0,walk
0.24,0.06,0.24,0.09,0.23,0.1,0.23,0.15,0.23,0.19,0.26,0.09,0.27,0.12,0.28,0.16,0.24,0.19,0.24,0.26,0.24,0.31,0.26,0.17,0.26,0.23,0.27,0.29,0.24,0.06,0.24,0.06,0.23,0.06,0.25,0.06,walk
0.24,0.07,0.24,0.09,0.22,0.1,0.22,0.15,0.23,0.19,0.25,0.09,0.26,0.13,0.27,0.16,0.24,0.19,0.24,0.26,0.24,0.31,0.26,0.17,0.26,0.23,0.27,0.29,0.23,0.06,0.24,0.06,0.23,0.06,0.24,0.06,walk
0.23,0.07,0.23,0.1,0.21,0.1,0.21,0.16,0.21,0.19,0.24,0.09,0.25,0.13,0.26,0.17,0.23,0.19,0.23,0.26,0.24,0.31,0.24,0.17,0.26,0.23,0.27,0.29,0.22,0.06,0.23,0.06,0.22,0.07,0.23,0.06,walk
0.22,0.07,0.23,0.1,0.21,0.1,0.21,0.15,0.21,0.19,0.24,0.09,0.25,0.13,0.26,0.17,0.23,0.19,0.23,0.26,0.24,0.31,0.24,0.17,0.26,0.23,0.27,0.29,0.22,0.06,0.23,0.06,0.21,0.07,0.23,0.06,walk
0.21,0.07,0.22,0.1,0.2,0.12,0.2,0.16,0.2,0.2,0.23,0.1,0.24,0.13,0.25,0.17,0.22,0.19,0.23,0.26,0.24,0.31,0.24,0.19,0.25,0.23,0.26,0.29,0.21,0.07,0.22,0.07,0.21,0.07,0.22,0.06,walk
0.21,0.09,0.21,0.1,0.2,0.12,0.2,0.16,0.2,0.2,0.23,0.1,0.24,0.15,0.25,0.17,0.21,0.19,0.23,0.26,0.24,0.31,0.23,0.19,0.24,0.25,0.24,0.29,0.21,0.07,0.21,0.07,0.2,0.07,0.22,0.07,walk
0.21,0.09,0.21,0.1,0.2,0.12,0.2,0.16,0.2,0.19,0.23,0.1,0.24,0.15,0.25,0.17,0.21,0.2,0.23,0.28,0.24,0.32,0.23,0.19,0.24,0.28,0.24,0.31,0.21,0.07,0.21,0.07,0.2,0.07,0.22,0.07,walk
0.21,0.07,0.21,0.1,0.2,0.12,0.2,0.16,0.2,0.2,0.23,0.1,0.24,0.13,0.25,0.17,0.21,0.19,0.23,0.28,0.24,0.33,0.23,0.19,0.24,0.28,0.24,0.32,0.21,0.07,0.21,0.07,0.2,0.07,0.22,0.07,walk
0.21,0.07,0.21,0.1,0.2,0.12,0.19,0.16,0.2,0.19,0.23,0.1,0.24,0.15,0.25,0.17,0.21,0.2,0.22,0.28,0.24,0.32,0.23,0.19,0.24,0.26,0.24,0.31,0.21,0.07,0.21,0.07,0.2,0.07,0.22,0.07,walk
0.21,0.09,0.21,0.1,0.19,0.1,0.19,0.16,0.2,0.19,0.23,0.1,0.24,0.15,0.24,0.17,0.21,0.19,0.21,0.26,0.21,0.31,0.23,0.19,0.23,0.25,0.24,0.31,0.21,0.07,0.21,0.07,0.2,0.07,0.21,0.07,walk
0.21,0.09,0.21,0.1,0.19,0.12,0.18,0.16,0.19,0.19,0.23,0.1,0.23,0.15,0.24,0.19,0.2,0.2,0.2,0.28,0.21,0.31,0.22,0.19,0.23,0.26,0.24,0.32,0.2,0.07,0.21,0.07,0.2,0.07,0.21,0.07,walk
0.2,0.09,0.2,0.1,0.18,0.12,0.18,0.16,0.18,0.19,0.22,0.1,0.23,0.15,0.23,0.19,0.2,0.2,0.2,0.26,0.2,0.31,0.22,0.19,0.23,0.26,0.24,0.31,0.2,0.09,0.21,0.09,0.2,0.07,0.21,0.09,walk
0.2,0.09,0.2,0.12,0.18,0.12,0.18,0.16,0.18,0.17,0.21,0.12,0.22,0.15,0.23,0.19,0.2,0.2,0.2,0.29,0,0,0.21,0.19,0.23,0.26,0.24,0.32,0.2,0.09,0.2,0.09,0.19,0.09,0.21,0.09,walk
0.19,0.1,0.18,0.12,0.17,0.12,0.17,0.17,0.17,0.2,0.2,0.12,0.21,0.15,0.22,0.19,0.18,0.2,0.19,0.28,0.2,0.33,0.21,0.2,0.23,0.28,0.25,0.38,0.18,0.09,0.19,0.09,0.18,0.09,0.2,0.09,walk
0.18,0.09,0.18,0.12,0.17,0.12,0.16,0.17,0.17,0.22,0.2,0.12,0.21,0.15,0.21,0.19,0.18,0.2,0.19,0.28,0.2,0.32,0.2,0.19,0.22,0.26,0.23,0.31,0.18,0.09,0.18,0.09,0.17,0.09,0.19,0.09,walk
0.18,0.09,0.18,0.12,0.16,0.12,0.16,0.17,0.16,0.22,0.2,0.12,0.2,0.15,0.21,0.19,0.18,0.2,0.18,0.28,0.2,0.32,0.2,0.19,0.21,0.26,0.22,0.31,0.18,0.09,0.18,0.09,0.17,0.09,0.19,0.09,walk
0.18,0.09,0.18,0.12,0.16,0.12,0.16,0.17,0.15,0.22,0.19,0.12,0.2,0.15,0.21,0.19,0.18,0.2,0.18,0.28,0.2,0.32,0.2,0.19,0.21,0.25,0.21,0.31,0.18,0.09,0.18,0.09,0.17,0.09,0.18,0.09,walk
0.18,0.09,0.18,0.12,0.16,0.12,0.16,0.17,0.16,0.22,0.19,0.12,0.2,0.16,0.21,0.19,0.17,0.2,0.18,0.26,0.19,0.32,0.2,0.19,0.2,0.25,0.21,0.29,0.18,0.09,0.18,0.07,0.17,0.09,0,0,walk
0.18,0.09,0.18,0.12,0.16,0.12,0.16,0.17,0.17,0.2,0.19,0.12,0.2,0.15,0.21,0.19,0.18,0.2,0.18,0.26,0.2,0.32,0.2,0.19,0.2,0.25,0.21,0.29,0.18,0.09,0,0,0.17,0.09,0,0,walk
0.18,0.09,0.18,0.12,0.16,0.12,0.15,0.16,0.17,0.2,0.19,0.1,0.2,0.15,0.21,0.19,0.18,0.2,0.18,0.26,0.2,0.32,0.2,0.19,0.2,0.25,0.21,0.29,0.18,0.09,0,0,0.17,0.09,0,0,walk
0.18,0.09,0.17,0.12,0.16,0.12,0.16,0.17,0.17,0.2,0.19,0.12,0.2,0.15,0.2,0.19,0.17,0.2,0.18,0.28,0.19,0.32,0.19,0.19,0.2,0.25,0.2,0.31,0.18,0.09,0,0,0.17,0.09,0,0,walk
0.18,0.09,0.17,0.12,0.16,0.12,0.15,0.17,0.16,0.22,0.18,0.12,0.2,0.15,0.2,0.19,0.17,0.2,0.18,0.28,0.19,0.32,0.19,0.2,0.2,0.25,0.2,0.31,0.17,0.09,0,0,0.17,0.09,0.18,0.09,walk
0.18,0.1,0.17,0.12,0.15,0.13,0.15,0.17,0.16,0.22,0.18,0.12,0.2,0.15,0.2,0.19,0.17,0.2,0.18,0.28,0.19,0.32,0.19,0.2,0.2,0.26,0.2,0.31,0.18,0.09,0.18,0.09,0.17,0.09,0,0,walk
0.18,0.1,0.17,0.12,0.15,0.12,0.15,0.17,0.16,0.22,0.18,0.1,0.2,0.15,0.2,0.17,0.17,0.2,0.18,0.28,0.19,0.32,0.19,0.19,0.2,0.25,0.2,0.31,0.18,0.09,0.18,0.09,0.17,0.09,0,0,walk
0.18,0.1,0.17,0.12,0.16,0.13,0.15,0.17,0.16,0.22,0.18,0.1,0.2,0.15,0.2,0.16,0.17,0.2,0.18,0.28,0.2,0.33,0.2,0.19,0.21,0.25,0.24,0.32,0.18,0.09,0.18,0.09,0.17,0.09,0,0,walk
0.18,0.1,0.18,0.12,0.17,0.12,0.17,0.17,0.17,0.2,0.19,0.1,0.2,0.15,0.21,0.17,0.18,0.2,0.19,0.26,0.2,0.32,0.2,0.19,0.22,0.25,0.24,0.29,0.18,0.09,0.18,0.09,0.17,0.09,0.19,0.09,walk
0.18,0.09,0.18,0.12,0.17,0.12,0.17,0.17,0.17,0.2,0.2,0.1,0.2,0.15,0.21,0.17,0.18,0.2,0.19,0.26,0.2,0.32,0.2,0.19,0.22,0.25,0.24,0.29,0.18,0.09,0.18,0.09,0.17,0.09,0.19,0.09,walk
0.19,0.09,0.18,0.12,0.17,0.12,0.17,0.16,0.18,0.19,0.2,0.1,0.21,0.15,0.22,0.17,0.2,0.2,0.2,0.28,0,0,0.21,0.19,0.23,0.25,0.24,0.29,0.19,0.09,0.2,0.09,0.18,0.09,0,0,walk
0.21,0.09,0.2,0.1,0.19,0.12,0.18,0.16,0.2,0.19,0.21,0.1,0.23,0.13,0.23,0.16,0.2,0.19,0.2,0.26,0.2,0.31,0.22,0.17,0.23,0.23,0.24,0.29,0.21,0.07,0.21,0.07,0.2,0.07,0,0,walk
0.21,0.07,0.2,0.1,0.19,0.12,0.19,0.16,0.2,0.19,0.22,0.1,0.23,0.13,0.24,0.16,0.2,0.19,0.21,0.25,0.21,0.31,0.22,0.17,0.23,0.23,0.24,0.29,0.21,0.07,0,0,0.2,0.07,0,0,walk
0.22,0.07,0.21,0.1,0.2,0.1,0.19,0.15,0.2,0.19,0.23,0.09,0.23,0.13,0.24,0.16,0.21,0.19,0.21,0.26,0.23,0.31,0.23,0.17,0.24,0.25,0.24,0.29,0.22,0.07,0,0,0.21,0.07,0,0,walk
0.22,0.07,0.21,0.1,0.2,0.1,0.19,0.15,0.2,0.19,0.23,0.1,0.24,0.13,0.25,0.16,0.21,0.17,0.22,0.25,0.23,0.31,0.23,0.17,0.24,0.23,0.24,0.29,0.21,0.07,0.22,0.07,0.21,0.07,0.23,0.07,walk
0.22,0.07,0.21,0.1,0.2,0.1,0.19,0.15,0.2,0.19,0.23,0.1,0.24,0.13,0.24,0.16,0.21,0.19,0.22,0.25,0.23,0.31,0.23,0.17,0.24,0.23,0.24,0.29,0.22,0.07,0.22,0.07,0.21,0.06,0.23,0.07,walk
0.22,0.07,0.21,0.1,0.2,0.1,0.19,0.15,0.2,0.19,0.23,0.09,0.24,0.13,0.24,0.16,0.21,0.19,0.22,0.25,0.23,0.31,0.23,0.17,0.24,0.25,0.24,0.29,0.21,0.06,0.22,0.07,0.21,0.06,0.23,0.07,walk
0.21,0.07,0.21,0.1,0.2,0.1,0.19,0.15,0.2,0.19,0.23,0.1,0.23,0.13,0.24,0.17,0.21,0.19,0.21,0.26,0.22,0.31,0.23,0.17,0.24,0.23,0.24,0.29,0.21,0.06,0.21,0.06,0.2,0.07,0.22,0.07,walk
0.21,0.07,0.21,0.1,0.19,0.1,0.19,0.16,0.2,0.19,0.22,0.1,0.23,0.15,0.24,0.17,0.2,0.19,0.21,0.26,0.22,0.31,0.23,0.19,0.23,0.23,0.24,0.29,0.21,0.07,0,0,0.2,0.07,0,0,walk
0.21,0.07,0.21,0.1,0.19,0.1,0.18,0.16,0.19,0.19,0.22,0.1,0.23,0.15,0.23,0.17,0.2,0.19,0.21,0.26,0.22,0.32,0.22,0.19,0.23,0.26,0.24,0.32,0.21,0.06,0.21,0.06,0.2,0.07,0.21,0.07,walk
0.21,0.07,0.21,0.1,0.19,0.1,0.18,0.15,0.18,0.17,0.22,0.1,0.23,0.15,0.23,0.17,0.2,0.19,0.21,0.26,0.22,0.31,0.22,0.19,0.23,0.25,0.23,0.31,0.21,0.06,0.21,0.06,0.2,0.07,0,0,walk
0.21,0.07,0.21,0.1,0.19,0.1,0.18,0.15,0.18,0.16,0.23,0.1,0.23,0.15,0.24,0.17,0.2,0.19,0.21,0.28,0,0,0.22,0.19,0.23,0.25,0.23,0.31,0.21,0.06,0.21,0.06,0.2,0.07,0.22,0.07,walk
0.21,0.07,0.21,0.1,0.2,0.1,0.18,0.15,0.18,0.16,0.23,0.1,0.23,0.15,0.24,0.17,0.2,0.19,0.21,0.28,0.22,0.32,0.22,0.19,0.23,0.26,0.24,0.31,0.21,0.06,0.22,0.06,0.2,0.06,0,0,walk
0.21,0.07,0.21,0.1,0.2,0.1,0.18,0.15,0.18,0.17,0.23,0.1,0.23,0.15,0.24,0.17,0.2,0.19,0.21,0.28,0,0,0.22,0.19,0.23,0.26,0.24,0.31,0.21,0.06,0.22,0.07,0.2,0.06,0,0,walk
0.21,0.07,0.21,0.1,0.19,0.1,0.18,0.15,0.19,0.19,0.23,0.1,0.23,0.15,0.24,0.17,0.2,0.19,0.21,0.28,0.21,0.31,0.22,0.19,0.23,0.25,0.24,0.31,0.21,0.06,0.22,0.06,0.2,0.06,0,0,walk
0.21,0.07,0.21,0.1,0.19,0.1,0.18,0.15,0.19,0.19,0.23,0.1,0.23,0.15,0.24,0.19,0.2,0.19,0.21,0.26,0.21,0.31,0.22,0.19,0.23,0.25,0.23,0.31,0.21,0.06,0.21,0.06,0.2,0.06,0.22,0.07,walk
0.18,0.09,0.2,0.1,0.2,0.09,0,0,0,0,0.2,0.1,0.21,0.16,0.2,0.19,0.22,0.17,0.22,0.25,0.23,0.31,0.22,0.19,0.23,0.25,0.26,0.28,0,0,0.18,0.07,0,0,0.19,0.07,walk
0.17,0.09,0.18,0.1,0.19,0.09,0,0,0,0,0.18,0.1,0.2,0.15,0.2,0.19,0.21,0.17,0.21,0.25,0.23,0.28,0.21,0.17,0.21,0.25,0.23,0.28,0,0,0.17,0.07,0,0,0.18,0.07,walk
