nose_x,nose_y,neck_x,neck_y,Rshoulder_x,Rshoulder_y,Relbow_x,Relbow_y,Rwrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y,class 231->bobei
0.77,0.37,0.73,0.35,0.74,0.37,0.73,0.43,0.72,0.49,0.72,0.33,0,0,0,0,0.68,0.41,0.71,0.47,0.68,0.53,0.67,0.39,0.69,0.47,0.64,0.51,0.77,0.37,0,0,0.76,0.35,0,0,fall_down
0.78,0.35,0.74,0.33,0.74,0.35,0.73,0.41,0.73,0.47,0.73,0.31,0,0,0,0,0.68,0.37,0.71,0.45,0.68,0.53,0.68,0.37,0.71,0.45,0.69,0.49,0.78,0.33,0,0,0.77,0.33,0,0,fall_down
0.78,0.33,0.74,0.31,0.76,0.33,0.73,0.39,0.73,0.47,0.73,0.29,0,0,0,0,0.69,0.37,0.72,0.47,0.68,0.53,0.68,0.37,0.71,0.47,0.67,0.53,0.78,0.31,0,0,0.78,0.31,0,0,fall_down
0,0,0.66,0.45,0.64,0.45,0.63,0.51,0.63,0.57,0.67,0.43,0.71,0.49,0.71,0.55,0.67,0.55,0,0,0,0,0.69,0.55,0,0,0,0,0,0,0,0,0,0,0,0,fall_down
0.67,0.45,0.66,0.45,0.63,0.45,0.63,0.51,0.62,0.57,0.69,0.45,0.72,0.49,0,0,0.64,0.55,0.67,0.53,0,0,0.67,0.55,0.69,0.51,0.72,0.55,0.67,0.45,0,0,0.66,0.43,0.68,0.43,fall_down
0.67,0.45,0.64,0.45,0.63,0.45,0.62,0.53,0.62,0.57,0.68,0.45,0.69,0.43,0.72,0.45,0.63,0.55,0.68,0.51,0,0,0.64,0.53,0,0,0,0,0.67,0.43,0.67,0.43,0.66,0.43,0,0,fall_down
0,0,0,0,0.63,0.45,0.62,0.53,0.62,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0.43,0,0,0.64,0.41,0,0,fall_down
0.64,0.43,0.63,0.45,0,0,0,0,0,0,0.62,0.45,0,0,0,0,0.62,0.55,0,0,0,0,0.61,0.53,0,0,0,0,0,0,0,0,0,0,0,0,fall_down
0.64,0.43,0.62,0.45,0.61,0.47,0.59,0.53,0.61,0.59,0,0,0,0,0,0,0.61,0.55,0,0,0,0,0.62,0.55,0,0,0,0,0.63,0.43,0,0,0.62,0.43,0,0,fall_down
0.63,0.43,0.62,0.45,0.61,0.47,0.59,0.53,0.61,0.59,0.63,0.45,0.67,0.45,0.68,0.45,0.61,0.55,0,0,0,0,0.63,0.55,0,0,0,0,0.63,0.43,0,0,0.62,0.43,0,0,fall_down
0,0,0.67,0.45,0.68,0.45,0.69,0.49,0.71,0.51,0,0,0,0,0,0,0.67,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0.43,0,0,fall_down
0.63,0.43,0.61,0.47,0,0,0,0,0,0,0.62,0.45,0.66,0.43,0.68,0.43,0.59,0.55,0,0,0,0,0.63,0.55,0,0,0,0,0,0,0,0,0,0,0,0,fall_down
0.63,0.43,0.61,0.47,0.61,0.47,0.58,0.53,0.59,0.59,0.61,0.45,0,0,0,0,0.59,0.55,0,0,0,0,0.61,0.55,0,0,0,0,0.62,0.43,0,0,0.61,0.43,0,0,fall_down
0.63,0.45,0.62,0.45,0.61,0.47,0.59,0.53,0.59,0.59,0.64,0.43,0.67,0.45,0,0,0.59,0.55,0,0,0,0,0.66,0.53,0,0,0,0,0.62,0.43,0.63,0.43,0.61,0.43,0,0,fall_down
0.63,0.43,0.62,0.45,0.61,0.47,0.58,0.53,0.59,0.59,0.64,0.43,0.66,0.43,0.66,0.45,0.61,0.55,0,0,0,0,0.62,0.55,0,0,0,0,0.62,0.43,0,0,0.61,0.43,0,0,fall_down
0.63,0.43,0.62,0.47,0.61,0.47,0.59,0.53,0.59,0.59,0.64,0.45,0.66,0.45,0,0,0.61,0.55,0,0,0,0,0.63,0.55,0,0,0,0,0.63,0.43,0,0,0.62,0.43,0,0,fall_down
0.63,0.43,0.62,0.47,0.61,0.47,0.59,0.53,0.59,0.59,0.64,0.45,0.67,0.43,0.66,0.47,0.61,0.55,0,0,0,0,0.63,0.55,0,0,0,0,0.63,0.43,0,0,0.62,0.43,0,0,fall_down
0.64,0.43,0.62,0.47,0.62,0.47,0.59,0.53,0.59,0.59,0.64,0.45,0.67,0.43,0.66,0.47,0.61,0.55,0,0,0,0,0.63,0.57,0,0,0,0,0.63,0.43,0,0,0.62,0.43,0,0,fall_down
0.64,0.43,0.63,0.45,0.62,0.47,0.59,0.53,0.59,0.59,0.66,0.43,0.68,0.45,0.67,0.49,0.61,0.55,0,0,0,0,0.64,0.55,0,0,0,0,0.63,0.43,0,0,0.62,0.43,0,0,fall_down
0.64,0.43,0.63,0.45,0.61,0.47,0.59,0.53,0.59,0.59,0.66,0.43,0.68,0.45,0.67,0.51,0.62,0.57,0,0,0,0,0.66,0.55,0,0,0,0,0.63,0.43,0,0,0.62,0.43,0,0,fall_down
0.64,0.43,0.64,0.45,0.61,0.47,0.59,0.53,0.59,0.59,0.66,0.43,0.68,0.45,0.68,0.53,0.63,0.57,0,0,0,0,0.67,0.55,0,0,0,0,0.63,0.43,0,0,0.62,0.43,0,0,fall_down
0.64,0.43,0.63,0.45,0.61,0.47,0.59,0.53,0.59,0.59,0.66,0.43,0.69,0.45,0.68,0.53,0.63,0.59,0,0,0,0,0.67,0.55,0,0,0,0,0.63,0.43,0.64,0.43,0.62,0.43,0.66,0.41,fall_down
0.64,0.43,0.64,0.45,0.61,0.45,0.61,0.51,0.59,0.59,0.66,0.43,0.69,0.45,0.69,0.53,0.63,0.57,0,0,0,0,0.68,0.55,0,0,0,0,0.63,0.43,0,0,0.62,0.43,0,0,fall_down
0,0,0.64,0.43,0.62,0.45,0.61,0.51,0.59,0.57,0.67,0.41,0.71,0.47,0.72,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0.43,0,0,fall_down
0,0,0.64,0.43,0.63,0.43,0.61,0.51,0.59,0.57,0.66,0.41,0.69,0.45,0.72,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fall_down
0.64,0.47,0,0,0,0,0,0,0,0,0.67,0.43,0.71,0.45,0.73,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.45,0,0,0.66,0.43,fall_down
0.64,0.47,0.66,0.47,0,0,0,0,0,0,0.66,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.45,0,0,0.66,0.43,fall_down
0.64,0.45,0.66,0.45,0.62,0.45,0.62,0.51,0.59,0.57,0.67,0.45,0,0,0,0,0,0,0,0,0,0,0.69,0.51,0,0,0,0,0.63,0.45,0.64,0.45,0,0,0.66,0.43,fall_down
0.63,0.43,0.64,0.43,0.62,0.45,0.62,0.49,0.62,0.57,0.67,0.39,0.72,0.43,0.73,0.49,0.68,0.47,0,0,0,0,0.71,0.45,0.71,0.51,0.69,0.55,0,0,0.63,0.43,0,0,0.64,0.41,fall_down
0.71,0.23,0.67,0.25,0,0,0,0,0,0,0.68,0.27,0,0,0,0,0.62,0.37,0.61,0.47,0.54,0.51,0.63,0.37,0.66,0.43,0.62,0.53,0,0,0,0,0,0,0,0,fall_down
0.72,0.25,0.68,0.27,0.68,0.25,0.64,0.35,0.64,0.39,0.69,0.27,0,0,0,0,0.62,0.35,0.59,0.47,0.53,0.51,0.64,0.37,0.66,0.45,0.62,0.53,0.72,0.23,0,0,0.71,0.23,0,0,fall_down
0.73,0.27,0.69,0.27,0.68,0.27,0.64,0.35,0.64,0.41,0,0,0,0,0,0,0.62,0.37,0.59,0.47,0.53,0.51,0.64,0.37,0.66,0.45,0.62,0.53,0.73,0.25,0,0,0.71,0.23,0,0,fall_down
0.73,0.29,0.69,0.27,0.69,0.27,0.66,0.35,0.64,0.41,0,0,0,0,0,0,0.62,0.37,0.59,0.47,0.53,0.51,0.64,0.37,0.67,0.45,0.62,0.53,0.73,0.27,0,0,0.72,0.25,0,0,fall_down
0.74,0.29,0.69,0.29,0,0,0,0,0,0,0.71,0.29,0,0,0,0,0.63,0.37,0.59,0.47,0.53,0.51,0.64,0.37,0.66,0.43,0.62,0.53,0,0,0,0,0,0,0,0,fall_down
0.76,0.33,0.71,0.31,0.71,0.31,0.67,0.37,0.67,0.43,0.72,0.31,0,0,0,0,0.63,0.37,0.59,0.47,0.53,0.51,0.64,0.37,0.66,0.45,0.62,0.53,0.76,0.31,0,0,0.74,0.29,0,0,fall_down
0.76,0.33,0.72,0.31,0.71,0.31,0.68,0.37,0.68,0.43,0,0,0,0,0,0,0.64,0.37,0.59,0.47,0.53,0.51,0.66,0.37,0.67,0.45,0.62,0.53,0.76,0.31,0,0,0.74,0.29,0,0,fall_down
0.77,0.35,0.72,0.33,0,0,0,0,0,0,0.72,0.31,0,0,0,0,0.64,0.39,0.59,0.47,0.53,0.51,0.64,0.37,0,0,0,0,0,0,0,0,0,0,0,0,fall_down
0.77,0.37,0.73,0.35,0,0,0,0,0,0,0.72,0.33,0,0,0,0,0.66,0.39,0.59,0.45,0.53,0.49,0.67,0.39,0.68,0.45,0.62,0.53,0,0,0,0,0,0,0,0,fall_down
0.78,0.41,0.74,0.39,0.74,0.39,0.73,0.49,0.74,0.55,0,0,0,0,0,0,0.67,0.39,0.61,0.45,0,0,0.68,0.43,0.68,0.47,0.63,0.51,0.78,0.39,0,0,0.77,0.37,0,0,fall_down
0.8,0.43,0.76,0.41,0,0,0,0,0,0,0.77,0.43,0.76,0.49,0,0,0.69,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fall_down
0.8,0.47,0.81,0.49,0.78,0.49,0.78,0.53,0.78,0.59,0.82,0.51,0.78,0.53,0.78,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0.47,0,0,0.82,0.47,fall_down
0.82,0.49,0.81,0.49,0.78,0.49,0.78,0.53,0.78,0.59,0.82,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0.47,0.82,0.47,0.81,0.45,0.83,0.47,fall_down
0.82,0.47,0.82,0.49,0.8,0.49,0.78,0.53,0.78,0.59,0.85,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0.47,0.82,0.47,0.83,0.47,fall_down
0.83,0.49,0.82,0.49,0.8,0.49,0.8,0.53,0,0,0.85,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0.47,0.83,0.47,0.82,0.47,0.85,0.47,fall_down
0.83,0.47,0.83,0.51,0.81,0.51,0.8,0.55,0.78,0.59,0.86,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0.47,0.83,0.47,0.82,0.47,0.85,0.47,fall_down
0.83,0.47,0.83,0.49,0.81,0.49,0.8,0.51,0.78,0.59,0.86,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0.47,0.83,0.47,0.82,0.45,0.85,0.47,fall_down
0.83,0.47,0.83,0.49,0.81,0.49,0.8,0.53,0.78,0.59,0.86,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0.45,0.85,0.47,0.82,0.45,0.85,0.47,fall_down
0.83,0.47,0.83,0.49,0.81,0.49,0.8,0.53,0.78,0.59,0.86,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0.45,0.83,0.45,0.82,0.45,0.85,0.47,fall_down
0.85,0.47,0.83,0.49,0.81,0.47,0.8,0.53,0.78,0.57,0.85,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.45,0.85,0.45,0.83,0.45,0,0,fall_down
0.85,0.47,0.81,0.45,0.81,0.45,0.8,0.51,0.78,0.57,0,0,0,0,0,0,0.76,0.47,0.78,0.51,0,0,0,0,0,0,0,0,0.85,0.45,0,0,0.83,0.45,0,0,fall_down
0.83,0.47,0.82,0.45,0.81,0.45,0.78,0.51,0,0,0.83,0.47,0.8,0.51,0.78,0.59,0.74,0.41,0.77,0.51,0,0,0.78,0.49,0.78,0.51,0.78,0.59,0.83,0.45,0.85,0.45,0.83,0.43,0,0,fall_down
0.83,0.47,0.82,0.45,0.81,0.45,0.78,0.49,0,0,0.82,0.47,0.8,0.51,0.78,0.57,0.77,0.47,0.77,0.51,0,0,0.78,0.49,0.78,0.51,0.78,0.59,0.83,0.45,0.85,0.45,0.83,0.43,0,0,fall_down
0.83,0.45,0.81,0.43,0.81,0.43,0,0,0,0,0.82,0.45,0.8,0.47,0,0,0.74,0.39,0.77,0.49,0.8,0.59,0.78,0.45,0.8,0.49,0.8,0.59,0.83,0.43,0,0,0.82,0.41,0,0,fall_down
0.83,0.43,0.81,0.41,0,0,0,0,0,0,0.82,0.43,0.8,0.49,0,0,0.74,0.39,0.77,0.47,0.72,0.53,0,0,0,0,0,0,0,0,0.85,0.43,0,0,0,0,fall_down
0.83,0.41,0.81,0.39,0,0,0,0,0,0,0.81,0.41,0.81,0.47,0.81,0.49,0.74,0.39,0.77,0.47,0.72,0.53,0.77,0.41,0.8,0.49,0.81,0.55,0,0,0.85,0.41,0,0,0,0,fall_down
0.83,0.39,0.81,0.37,0,0,0,0,0,0,0.81,0.39,0.81,0.43,0.81,0.51,0.74,0.37,0.76,0.47,0.72,0.53,0.73,0.35,0.72,0.45,0.71,0.51,0,0,0.85,0.39,0,0,0,0,fall_down
0.85,0.37,0.81,0.35,0.81,0.35,0.81,0.41,0.81,0.49,0,0,0,0,0,0,0.74,0.37,0.76,0.45,0.72,0.53,0.73,0.35,0.74,0.45,0.68,0.47,0.85,0.35,0,0,0.83,0.33,0,0,fall_down
0.85,0.35,0.82,0.33,0.82,0.33,0.81,0.41,0.81,0.47,0,0,0,0,0,0,0.74,0.35,0.76,0.45,0.72,0.53,0.76,0.35,0.74,0.45,0.71,0.51,0.85,0.33,0,0,0.83,0.31,0,0,fall_down
0,0,0,0,0.82,0.29,0.81,0.37,0.81,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0.31,0,0,0.85,0.29,0,0,fall_down
0.86,0.31,0.82,0.29,0.82,0.29,0.81,0.37,0.81,0.41,0,0,0,0,0,0,0.77,0.35,0.77,0.45,0.78,0.51,0.77,0.35,0.77,0.45,0.72,0.51,0.86,0.29,0,0,0.85,0.27,0,0,fall_down
0,0,0,0,0.83,0.29,0.82,0.35,0.82,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0.29,0,0,0.86,0.27,0,0,fall_down
0.88,0.29,0.85,0.27,0.83,0.27,0.83,0.35,0.83,0.39,0.86,0.29,0.83,0.33,0,0,0.78,0.33,0.8,0.43,0.74,0.49,0.8,0.33,0.8,0.43,0.74,0.49,0.88,0.27,0.88,0.27,0.87,0.25,0,0,fall_down
0,0,0,0,0.86,0.27,0.83,0.33,0.83,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0.27,0,0,0.88,0.25,0,0,fall_down
0.9,0.27,0.86,0.25,0.86,0.25,0.85,0.33,0.85,0.39,0,0,0,0,0,0,0.81,0.31,0.82,0.41,0.8,0.49,0.81,0.31,0.82,0.41,0.8,0.49,0.9,0.25,0,0,0.88,0.25,0,0,fall_down
0.91,0.25,0.87,0.25,0.87,0.25,0.86,0.31,0.86,0.37,0,0,0,0,0,0,0.82,0.31,0.83,0.41,0.83,0.49,0.82,0.31,0.82,0.41,0.78,0.49,0.91,0.23,0,0,0.9,0.23,0,0,fall_down
0.91,0.25,0.87,0.25,0.87,0.25,0.86,0.31,0.86,0.35,0,0,0,0,0,0,0.83,0.31,0.83,0.41,0.85,0.49,0.82,0.31,0.83,0.41,0.8,0.49,0.91,0.23,0,0,0.9,0.2,0,0,fall_down
0.78,0.53,0.82,0.51,0.8,0.55,0.76,0.63,0.74,0.67,0.83,0.49,0.87,0.53,0.86,0.57,0.86,0.57,0.82,0.63,0.85,0.72,0.88,0.55,0.83,0.65,0.85,0.72,0,0,0.78,0.53,0,0,0.8,0.51,fall_down
0.74,0.59,0.8,0.57,0.77,0.59,0.73,0.63,0.71,0.69,0.77,0.59,0.78,0.67,0.74,0.74,0,0,0,0,0,0,0.86,0.59,0,0,0,0,0,0,0.74,0.57,0,0,0.76,0.57,fall_down
0.56,0.63,0.59,0.59,0,0,0,0,0,0,0.59,0.61,0.59,0.69,0.59,0.78,0.64,0.63,0.63,0.67,0.67,0.74,0.68,0.63,0.64,0.67,0.67,0.74,0,0,0.56,0.61,0,0,0.57,0.59,fall_down
0.54,0.61,0.59,0.57,0,0,0,0,0,0,0.58,0.61,0.58,0.69,0.59,0.78,0.68,0.61,0.68,0.72,0,0,0.68,0.63,0.68,0.72,0,0,0,0,0.54,0.59,0,0,0.56,0.57,fall_down
0.53,0.59,0.58,0.55,0,0,0,0,0,0,0.57,0.57,0.58,0.69,0.59,0.78,0.67,0.61,0,0,0,0,0.66,0.61,0,0,0,0,0,0,0.53,0.57,0,0,0.54,0.55,fall_down
0.52,0.57,0.57,0.53,0,0,0,0,0,0,0.56,0.55,0.54,0.61,0,0,0.66,0.57,0.61,0.67,0.66,0.72,0.66,0.57,0.58,0.67,0.58,0.78,0,0,0.52,0.55,0,0,0.53,0.53,fall_down
0.52,0.55,0.56,0.53,0.54,0.55,0.53,0.61,0.53,0.65,0.57,0.53,0,0,0,0,0.61,0.57,0.57,0.65,0.64,0.69,0.63,0.57,0.57,0.65,0.57,0.78,0,0,0.52,0.55,0,0,0.53,0.51,fall_down
0.81,0.27,0.78,0.27,0.77,0.25,0.74,0.29,0.76,0.37,0.8,0.29,0.8,0.35,0.8,0.43,0.72,0.35,0.71,0.45,0.69,0.51,0.74,0.37,0.74,0.45,0.72,0.53,0.81,0.27,0.82,0.27,0.81,0.25,0,0,fall_down
0.82,0.31,0.8,0.29,0.78,0.29,0.76,0.33,0.76,0.39,0.81,0.31,0.81,0.37,0.81,0.47,0.73,0.35,0.73,0.45,0.72,0.53,0.73,0.35,0.71,0.45,0.69,0.51,0.82,0.29,0,0,0.81,0.27,0,0,fall_down
0.82,0.35,0.8,0.33,0,0,0,0,0,0,0.81,0.35,0.82,0.43,0.82,0.49,0.74,0.39,0.74,0.47,0.72,0.53,0.73,0.37,0.71,0.45,0.71,0.53,0,0,0,0,0,0,0,0,fall_down
0.83,0.37,0.8,0.35,0,0,0,0,0,0,0.82,0.39,0.82,0.43,0.83,0.49,0.74,0.39,0.74,0.47,0.72,0.53,0.73,0.39,0.71,0.47,0.71,0.53,0,0,0,0,0,0,0,0,fall_down
0.86,0.43,0.82,0.41,0.82,0.41,0.81,0.47,0.83,0.53,0.83,0.43,0.82,0.49,0.83,0.55,0.78,0.45,0,0,0,0,0.8,0.47,0.82,0.51,0,0,0.86,0.41,0,0,0.85,0.41,0,0,fall_down
0.85,0.41,0.83,0.41,0.81,0.39,0.81,0.43,0.82,0.47,0.85,0.43,0.83,0.47,0.83,0.51,0.8,0.45,0.82,0.49,0,0,0.81,0.47,0.83,0.49,0.83,0.55,0.85,0.41,0,0,0.83,0.39,0,0,fall_down
0.85,0.41,0.83,0.41,0.81,0.39,0.81,0.41,0.82,0.45,0.85,0.43,0.83,0.47,0.83,0.49,0.8,0.45,0.83,0.49,0.82,0.55,0.81,0.47,0.83,0.49,0.83,0.55,0.85,0.41,0,0,0.83,0.39,0,0,fall_down
0.82,0.39,0.82,0.41,0.81,0.39,0.78,0.37,0.77,0.37,0.83,0.43,0.83,0.47,0.83,0.53,0.81,0.47,0,0,0,0,0.82,0.49,0,0,0,0,0,0,0.82,0.39,0,0,0.83,0.39,fall_down
0.82,0.39,0.82,0.41,0.81,0.39,0.78,0.37,0.76,0.37,0.83,0.43,0.85,0.47,0.83,0.53,0.8,0.47,0,0,0,0,0.82,0.49,0,0,0,0,0,0,0.82,0.39,0,0,0.83,0.39,fall_down
0.82,0.39,0.82,0.41,0.81,0.39,0.77,0.39,0.74,0.41,0.83,0.41,0.85,0.45,0.85,0.49,0.8,0.47,0.78,0.47,0.78,0.53,0.82,0.47,0,0,0,0,0,0,0.82,0.39,0,0,0.83,0.39,fall_down
0.82,0.39,0.82,0.41,0.8,0.39,0.77,0.41,0.74,0.49,0.83,0.41,0.85,0.47,0.83,0.51,0.78,0.47,0,0,0,0,0.82,0.49,0,0,0,0,0.82,0.37,0.82,0.37,0.82,0.37,0.83,0.37,fall_down
0.82,0.39,0.82,0.41,0.8,0.39,0.78,0.41,0.74,0.49,0.83,0.43,0.85,0.47,0.83,0.53,0.78,0.47,0,0,0,0,0.81,0.49,0,0,0,0,0.82,0.37,0.82,0.37,0.82,0.37,0.83,0.39,fall_down
0.82,0.39,0.82,0.41,0.8,0.41,0.77,0.43,0.76,0.49,0.85,0.43,0.85,0.47,0.83,0.53,0.78,0.47,0.77,0.49,0.76,0.53,0.82,0.49,0.83,0.49,0,0,0,0,0.82,0.39,0.82,0.37,0.83,0.39,fall_down
0.82,0.39,0.82,0.41,0.8,0.39,0.78,0.41,0.78,0.43,0.85,0.43,0.85,0.47,0.83,0.51,0.78,0.47,0.77,0.49,0.76,0.51,0.81,0.49,0,0,0,0,0.82,0.39,0.83,0.39,0.82,0.37,0.83,0.39,fall_down
0.82,0.39,0.82,0.41,0.8,0.39,0.78,0.41,0.77,0.49,0.85,0.43,0.85,0.47,0.83,0.51,0.78,0.47,0.77,0.49,0.77,0.51,0.82,0.49,0,0,0,0,0.82,0.39,0.83,0.39,0.82,0.37,0.83,0.39,fall_down
0.83,0.39,0.82,0.41,0.81,0.39,0.78,0.41,0.77,0.47,0.85,0.43,0.85,0.47,0.83,0.53,0.78,0.45,0,0,0,0,0.81,0.49,0,0,0,0,0.83,0.39,0,0,0.82,0.37,0.83,0.39,fall_down
0.82,0.39,0.82,0.41,0.8,0.39,0.77,0.41,0.77,0.47,0.85,0.41,0.83,0.47,0.83,0.51,0.78,0.47,0,0,0,0,0.81,0.51,0,0,0,0,0.82,0.39,0.83,0.39,0.82,0.37,0.83,0.39,fall_down
0.82,0.39,0.82,0.41,0.8,0.39,0.77,0.43,0,0,0.85,0.41,0.83,0.47,0.83,0.53,0.78,0.47,0,0,0,0,0.81,0.51,0,0,0,0,0.82,0.37,0.83,0.37,0.82,0.37,0.83,0.37,fall_down
0.82,0.39,0.82,0.41,0.8,0.39,0.78,0.41,0.78,0.43,0.85,0.41,0.83,0.47,0.83,0.51,0.78,0.45,0.77,0.45,0.77,0.51,0.81,0.49,0,0,0,0,0.82,0.37,0.83,0.39,0.82,0.37,0.83,0.39,fall_down
0.82,0.41,0.81,0.41,0.8,0.39,0.77,0.43,0.77,0.45,0.83,0.41,0.83,0.47,0.83,0.51,0.78,0.47,0.76,0.45,0.77,0.53,0.81,0.49,0,0,0,0,0.81,0.39,0.82,0.39,0.81,0.39,0.83,0.39,fall_down
0.81,0.41,0.81,0.41,0.78,0.41,0.77,0.43,0,0,0.82,0.43,0.83,0.47,0.83,0.51,0.78,0.47,0.76,0.47,0.77,0.53,0.81,0.49,0,0,0,0,0.8,0.39,0.81,0.39,0.8,0.39,0.82,0.39,fall_down
0.8,0.41,0.8,0.41,0.77,0.41,0.76,0.45,0,0,0.82,0.41,0.83,0.47,0.83,0.53,0.78,0.47,0.76,0.47,0.77,0.53,0.81,0.49,0,0,0,0,0.8,0.41,0.8,0.39,0.78,0.39,0.81,0.39,fall_down
0,0,0.78,0.41,0.76,0.43,0.74,0.45,0,0,0.81,0.41,0.82,0.47,0.83,0.51,0.78,0.49,0.76,0.47,0.77,0.53,0.81,0.49,0,0,0,0,0.78,0.41,0,0,0.77,0.39,0.8,0.39,fall_down
0.77,0.41,0.78,0.41,0.74,0.45,0.76,0.47,0,0,0.81,0.41,0.81,0.47,0,0,0.78,0.49,0.77,0.49,0.78,0.53,0.81,0.49,0,0,0,0,0.77,0.39,0.78,0.39,0.76,0.41,0.78,0.39,fall_down
0.77,0.41,0.78,0.41,0.74,0.45,0.76,0.49,0,0,0.8,0.41,0.81,0.47,0,0,0.78,0.49,0.77,0.49,0.78,0.53,0.81,0.49,0,0,0,0,0.76,0.41,0.77,0.39,0.76,0.41,0.78,0.39,fall_down
0.76,0.41,0.77,0.41,0.76,0.45,0.76,0.53,0,0,0.8,0.41,0.81,0.49,0.8,0.55,0.78,0.53,0,0,0,0,0.81,0.51,0,0,0,0,0.76,0.39,0.76,0.39,0,0,0.77,0.39,fall_down
0.76,0.39,0.77,0.39,0.76,0.41,0.76,0.47,0.76,0.51,0.8,0.39,0.8,0.49,0.77,0.55,0.78,0.49,0.76,0.49,0,0,0.81,0.49,0.8,0.49,0.77,0.55,0.76,0.37,0.76,0.37,0,0,0.77,0.37,fall_down
0.76,0.39,0.77,0.39,0.76,0.39,0.74,0.47,0.76,0.51,0.8,0.39,0.8,0.47,0.77,0.53,0.77,0.51,0,0,0,0,0.8,0.49,0,0,0,0,0.76,0.37,0.76,0.37,0,0,0.77,0.37,fall_down
0.76,0.35,0.77,0.37,0.74,0.37,0.74,0.43,0.73,0.47,0.8,0.37,0.81,0.45,0.77,0.49,0.77,0.45,0.74,0.49,0,0,0.8,0.47,0.77,0.51,0.77,0.53,0.76,0.33,0.76,0.33,0,0,0.77,0.33,fall_down
0.76,0.31,0.77,0.33,0.76,0.33,0.74,0.37,0.73,0.41,0.8,0.33,0.81,0.41,0.8,0.45,0.77,0.41,0.74,0.47,0.77,0.53,0.8,0.41,0.77,0.47,0.78,0.53,0.76,0.29,0.77,0.29,0,0,0.78,0.29,fall_down
0.69,0.47,0.63,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0.57,0.5,0.67,0.43,0.72,0.56,0.57,0,0,0,0,0,0,0,0,0,0,0,0,fall_down
0,0,0,0,0.69,0.43,0.68,0.49,0.71,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0.43,0,0,0.72,0.41,0,0,fall_down
0,0,0,0,0.69,0.43,0.68,0.49,0.71,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0.43,0,0,0.72,0.41,0,0,fall_down
0,0,0,0,0.63,0.45,0.61,0.53,0.62,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.43,0,0,0.63,0.43,0,0,fall_down
0.63,0.43,0.61,0.45,0.61,0.47,0.59,0.53,0.61,0.59,0.62,0.45,0,0,0,0,0.59,0.55,0,0,0,0,0.63,0.55,0,0,0,0,0.63,0.43,0,0,0.61,0.43,0,0,fall_down
0,0,0,0,0.61,0.47,0.58,0.53,0.59,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0.43,0,0,0.61,0.43,0,0,fall_down
0,0,0,0,0.67,0.25,0.64,0.35,0.64,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0.23,0,0,0.69,0.2,0,0,fall_down
0,0,0,0,0.69,0.29,0.66,0.37,0.66,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0.29,0,0,0.73,0.27,0,0,fall_down
0,0,0,0,0.72,0.33,0.69,0.39,0.68,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0.35,0,0,0.76,0.33,0,0,fall_down
